OPPORTUNITY_ID,OPPORTUNITY_NAME,STAGE_NAME,STAGE_START_DATE,STAGE_END_DATE,DAYS_IN_STAGE,TOTAL_AMOUNT
0064X00002GY0prQAD,FxCx (1) EM100 - 225 Wyman Seqirus - PJ Dionne,6 Won,2023-05-22 13:51:48 UTC,2023-05-22 00:00:00 UTC,0,1250
0064X00002GY0quQAD,FxCx AMi Metering System - 640 Memorial ARE - Boston - MA,4 Proposal Submitted,2023-03-24 01:04:29 UTC,2023-05-30 22:18:07 UTC,67,28050
0064X00002GY0quQAD,FxCx AMi Metering System - 640 Memorial ARE - Boston - MA,5 Negotiation/Review,2023-05-30 22:18:07 UTC,2023-06-05 12:43:49 UTC,6,28050
0064X00002GY0quQAD,FxCx AMi Metering System - 640 Memorial ARE - Boston - MA,6 Won,2023-06-05 12:43:49 UTC,2023-06-05 00:00:00 UTC,0,28050
0064X00002GY1cyQAD,HY Cogen - Closeout & UL Compliance,3 Discovery,2023-03-24 19:50:29 UTC,2023-05-01 19:51:24 UTC,38,39500
0064X00002GY1cyQAD,HY Cogen - Closeout & UL Compliance,5 Negotiation/Review,2023-05-01 19:51:24 UTC,2023-05-16 13:36:41 UTC,15,39500
0064X00002GY1cyQAD,HY Cogen - Closeout & UL Compliance,6 Won,2023-05-16 13:36:41 UTC,2023-05-16 00:00:00 UTC,0,39500
0064X00002GY1lbQAD,"ATN5 F16 Cx CO #2 - Meta - Altoona, IA",3 Discovery,2023-03-24 21:16:52 UTC,2023-09-21 17:34:44 UTC,181,157410
0064X00002GY1lbQAD,"ATN5 F16 Cx CO #2 - Meta - Altoona, IA",8 Abandoned,2023-09-21 17:34:44 UTC,2023-09-21 00:00:00 UTC,0,157410
0064X00002GY1llQAD,ATN5 F16 QA-QC CO #2 - Meta,3 Discovery,2023-03-24 21:18:01 UTC,2023-07-11 17:32:03 UTC,109,20000
0064X00002GY1llQAD,ATN5 F16 QA-QC CO #2 - Meta,8 Abandoned,2023-07-11 17:32:03 UTC,2023-09-21 10:43:50 UTC,72,78705
0064X00002GY1llQAD,ATN5 F16 QA-QC CO #2 - Meta,5 Negotiation/Review,2023-09-21 10:43:50 UTC,2023-09-21 16:23:42 UTC,0,78705
0064X00002GY1llQAD,ATN5 F16 QA-QC CO #2 - Meta,6 Won,2023-09-21 16:23:42 UTC,2023-09-21 00:00:00 UTC,0,78705
0064X00002GY2VMQA1,SLG_1350SixthAve_ERISurvey_27Tenants,3 Discovery,2023-03-27 14:09:37 UTC,2023-11-16 16:41:03 UTC,234,19250
0064X00002GY2VMQA1,SLG_1350SixthAve_ERISurvey_27Tenants,8 Abandoned,2023-11-16 16:41:03 UTC,2023-11-16 00:00:00 UTC,0,19250
0064X00002GY2byQAD,Ongoing Meter Maintenance - Danone North America - Minster OH,5 Negotiation/Review,2023-03-27 14:59:31 UTC,2023-03-28 11:45:00 UTC,1,17500.08
0064X00002GY2byQAD,Ongoing Meter Maintenance - Danone North America - Minster OH,6 Won,2023-03-28 11:45:00 UTC,2023-03-28 00:00:00 UTC,0,17500.08
0064X00002GY2cXQAT,Ongoing Meter Maintenance - Danone North America - Dubois PA,5 Negotiation/Review,2023-03-27 15:03:01 UTC,2023-03-28 11:42:38 UTC,1,13000.08
0064X00002GY2cXQAT,Ongoing Meter Maintenance - Danone North America - Dubois PA,6 Won,2023-03-28 11:42:38 UTC,2023-03-28 00:00:00 UTC,0,13000.08
0064X00002GY3KFQA1,"Project Development, Cornerstone Plant, Atwater, CA",3 Discovery,2023-03-27 19:07:37 UTC,2023-03-27 19:12:33 UTC,0,15000
0064X00002GY3KFQA1,"Project Development, Cornerstone Plant, Atwater, CA",4 Proposal Submitted,2023-03-27 19:12:33 UTC,2024-04-01 17:46:23 UTC,371,15000
0064X00002GY3KFQA1,"Project Development, Cornerstone Plant, Atwater, CA",5 Negotiation/Review,2024-04-01 17:46:23 UTC,2024-05-01 20:32:55 UTC,30,15000
0064X00002GY3KFQA1,"Project Development, Cornerstone Plant, Atwater, CA",6 Won,2024-05-01 20:32:55 UTC,2024-05-01 00:00:00 UTC,0,15000
0064X00002GY3LhQAL,"Power Procurement - Town of Winchester - Winchester, CT",4 Proposal Submitted,2023-03-27 19:19:06 UTC,2024-01-02 11:32:19 UTC,281,400000
0064X00002GY3LhQAL,"Power Procurement - Town of Winchester - Winchester, CT",8 Abandoned,2024-01-02 11:32:19 UTC,2024-01-02 00:00:00 UTC,0,28500
0064X00002GY3VhQAL,"PV & Wind Feasibility Study - Veolia - Fall River, MA WWTP",3 Discovery,2023-03-27 21:06:28 UTC,2023-03-27 21:33:25 UTC,0,7200
0064X00002GY3VhQAL,"PV & Wind Feasibility Study - Veolia - Fall River, MA WWTP",4 Proposal Submitted,2023-03-27 21:33:25 UTC,2024-04-28 11:09:42 UTC,398,9800
0064X00002GY3VhQAL,"PV & Wind Feasibility Study - Veolia - Fall River, MA WWTP",8 Abandoned,2024-04-28 11:09:42 UTC,2024-09-30 00:00:00 UTC,155,9800
0064X00002GY3fIQAT,Utility Bill Management- South Shore Hospital,3 Discovery,2023-03-28 00:00:14 UTC,2023-09-03 19:08:27 UTC,159,18600
0064X00002GY3fIQAT,Utility Bill Management- South Shore Hospital,8 Abandoned,2023-09-03 19:08:27 UTC,2023-09-03 00:00:00 UTC,0,18600
0064X00002GY3sqQAD,PBF Chalmette Decant Tank Trial,3 Discovery,2023-03-28 10:20:11 UTC,2023-07-31 19:49:47 UTC,125,150000
0064X00002GY3sqQAD,PBF Chalmette Decant Tank Trial,8 Abandoned,2023-07-31 19:49:47 UTC,2023-11-30 00:00:00 UTC,122,150000
0064X00002GY3ydQAD,Meter Assessment - Spruance - Richmond VA,4 Proposal Submitted,2023-03-28 12:30:41 UTC,2023-03-30 13:38:09 UTC,2,24000
0064X00002GY3ydQAD,Meter Assessment - Spruance - Richmond VA,5 Negotiation/Review,2023-03-30 13:38:09 UTC,2023-04-03 12:42:12 UTC,4,24000
0064X00002GY3ydQAD,Meter Assessment - Spruance - Richmond VA,6 Won,2023-04-03 12:42:12 UTC,2023-04-03 00:00:00 UTC,0,24000
0064X00002GY3zHQAT,NoBull Deduct Meter - The Beat - Morrisey Blvd - Boston - MA,4 Proposal Submitted,2023-03-28 12:52:41 UTC,2023-04-13 14:35:13 UTC,16,4825
0064X00002GY3zHQAT,NoBull Deduct Meter - The Beat - Morrisey Blvd - Boston - MA,5 Negotiation/Review,2023-04-13 14:35:13 UTC,2023-04-15 12:21:36 UTC,2,4825
0064X00002GY3zHQAT,NoBull Deduct Meter - The Beat - Morrisey Blvd - Boston - MA,6 Won,2023-04-15 12:21:36 UTC,2023-04-15 00:00:00 UTC,0,4825
0064X00002GY43qQAD,"FCx AMI - Carr Properties - One Congress, Boston, MA",2 Qualified,2023-03-28 13:56:37 UTC,2023-04-06 21:16:21 UTC,9,32550
0064X00002GY43qQAD,"FCx AMI - Carr Properties - One Congress, Boston, MA",4 Proposal Submitted,2023-04-06 21:16:21 UTC,2023-06-12 12:52:03 UTC,67,32550
0064X00002GY43qQAD,"FCx AMI - Carr Properties - One Congress, Boston, MA",7 Lost,2023-06-12 12:52:03 UTC,2023-06-12 00:00:00 UTC,0,32550
0064X00002GY4FmQAL,Short Term PEMEX OBSM & Coker Injection,5 Negotiation/Review,2023-03-28 15:45:37 UTC,2023-05-30 14:23:32 UTC,63,3200000
0064X00002GY4FmQAL,Short Term PEMEX OBSM & Coker Injection,8 Abandoned,2023-05-30 14:23:32 UTC,2023-07-31 00:00:00 UTC,62,3200000
0064X00002GY4RnQAL,"Time & Material Survey, Tishman Speyer, The Wheeler",4 Proposal Submitted,2023-03-28 17:13:24 UTC,2023-04-10 18:48:35 UTC,13,3600
0064X00002GY4RnQAL,"Time & Material Survey, Tishman Speyer, The Wheeler",5 Negotiation/Review,2023-04-10 18:48:35 UTC,2023-04-11 12:29:43 UTC,1,3600
0064X00002GY4RnQAL,"Time & Material Survey, Tishman Speyer, The Wheeler",6 Won,2023-04-11 12:29:43 UTC,2023-04-11 00:00:00 UTC,0,3600
0064X00002GY4kBQAT,FCx (1) Meter - Trinity Partners - Camp North End NC,3 Discovery,2023-03-28 19:18:13 UTC,2023-04-17 15:35:21 UTC,20,3000
0064X00002GY4kBQAT,FCx (1) Meter - Trinity Partners - Camp North End NC,4 Proposal Submitted,2023-04-17 15:35:21 UTC,2023-04-17 15:35:53 UTC,0,3000
0064X00002GY4kBQAT,FCx (1) Meter - Trinity Partners - Camp North End NC,5 Negotiation/Review,2023-04-17 15:35:53 UTC,2023-04-19 12:08:41 UTC,2,3000
0064X00002GY4kBQAT,FCx (1) Meter - Trinity Partners - Camp North End NC,6 Won,2023-04-19 12:08:41 UTC,2023-04-19 00:00:00 UTC,0,3000
0064X00002GY4o8QAD,Caterpillar - East Peoria - WWT O&M,1 Prospecting,2023-03-28 19:45:50 UTC,2023-05-19 03:11:14 UTC,52,0
0064X00002GY4o8QAD,Caterpillar - East Peoria - WWT O&M,3 Discovery,2023-05-19 03:11:14 UTC,2023-05-31 20:48:42 UTC,12,2185120
0064X00002GY4o8QAD,Caterpillar - East Peoria - WWT O&M,4 Proposal Submitted,2023-05-31 20:48:42 UTC,2024-01-30 23:57:07 UTC,244,2185120
0064X00002GY4o8QAD,Caterpillar - East Peoria - WWT O&M,7 Lost,2024-01-30 23:57:07 UTC,2024-06-30 00:00:00 UTC,152,2185120
0064X00002GY4sZQAT,ARE San Diego Facility Condition Assessment,2 Qualified,2023-03-28 20:27:44 UTC,2023-05-01 15:16:17 UTC,34,28000
0064X00002GY4sZQAT,ARE San Diego Facility Condition Assessment,4 Proposal Submitted,2023-05-01 15:16:17 UTC,2023-10-24 14:00:16 UTC,176,28000
0064X00002GY4sZQAT,ARE San Diego Facility Condition Assessment,8 Abandoned,2023-10-24 14:00:16 UTC,2023-10-31 00:00:00 UTC,7,28000
0064X00002GY4vYQAT,Sila Realty Trust,0 Target,2023-03-28 20:59:52 UTC,2023-07-27 18:09:25 UTC,121,1
0064X00002GY4vYQAT,Sila Realty Trust,8 Abandoned,2023-07-27 18:09:25 UTC,2023-12-31 00:00:00 UTC,157,1
0064X00002GY4w7QAD,Eli Lilly and Company O&M,0 Target,2023-03-28 21:11:38 UTC,2023-07-27 17:25:38 UTC,121,1
0064X00002GY4w7QAD,Eli Lilly and Company O&M,8 Abandoned,2023-07-27 17:25:38 UTC,2024-03-29 00:00:00 UTC,246,1
0064X00002GY4xKQAT,"Re-Cx Services - Equinix MX2 MSB F&G - Queraterro, MEXICO",4 Proposal Submitted,2023-03-28 21:34:09 UTC,2023-06-07 14:41:48 UTC,71,25000
0064X00002GY4xKQAT,"Re-Cx Services - Equinix MX2 MSB F&G - Queraterro, MEXICO",5 Negotiation/Review,2023-06-07 14:41:48 UTC,2023-06-07 20:23:39 UTC,0,18562
0064X00002GY4xKQAT,"Re-Cx Services - Equinix MX2 MSB F&G - Queraterro, MEXICO",6 Won,2023-06-07 20:23:39 UTC,2023-06-07 00:00:00 UTC,0,18562
0064X00002GY55iQAD,DC15 Add'l. Chiller Svcs. & MV SWGR Upgrades - Equinix - Ashburn VA,3 Discovery,2023-03-29 02:18:48 UTC,2023-06-12 14:18:18 UTC,75,79860
0064X00002GY55iQAD,DC15 Add'l. Chiller Svcs. & MV SWGR Upgrades - Equinix - Ashburn VA,5 Negotiation/Review,2023-06-12 14:18:18 UTC,2023-06-12 23:21:33 UTC,0,79860
0064X00002GY55iQAD,DC15 Add'l. Chiller Svcs. & MV SWGR Upgrades - Equinix - Ashburn VA,6 Won,2023-06-12 23:21:33 UTC,2023-06-12 00:00:00 UTC,0,79860
0064X00002IXefRQAT,Stanford University damper actuator replacement Turnkey Project Implementation Forsythe,4 Proposal Submitted,2023-08-24 12:50:20 UTC,2023-08-29 19:44:00 UTC,5,67013
0064X00002IXefRQAT,Stanford University damper actuator replacement Turnkey Project Implementation Forsythe,8 Abandoned,2023-08-29 19:44:00 UTC,2023-11-26 00:00:00 UTC,89,67013
0064X00002IXefvQAD,FIC (1) Single Channel Meter - Boston Properties - 510 Madison Ave,3 Discovery,2023-08-24 13:04:03 UTC,2023-08-24 15:50:56 UTC,0,57820
0064X00002IXefvQAD,FIC (1) Single Channel Meter - Boston Properties - 510 Madison Ave,4 Proposal Submitted,2023-08-24 15:50:56 UTC,2024-02-01 15:44:05 UTC,161,57820
0064X00002IXefvQAD,FIC (1) Single Channel Meter - Boston Properties - 510 Madison Ave,8 Abandoned,2024-02-01 15:44:05 UTC,2024-06-30 00:00:00 UTC,150,57820
0064X00002IXehDQAT,FIC Single Channel Meter(s) - Boston Properties - 200 5th Ave,3 Discovery,2023-08-24 13:21:54 UTC,2023-08-24 15:52:32 UTC,0,64156
0064X00002IXehDQAT,FIC Single Channel Meter(s) - Boston Properties - 200 5th Ave,4 Proposal Submitted,2023-08-24 15:52:32 UTC,2024-02-01 15:44:55 UTC,161,64156
0064X00002IXehDQAT,FIC Single Channel Meter(s) - Boston Properties - 200 5th Ave,8 Abandoned,2024-02-01 15:44:55 UTC,2024-08-26 17:37:32 UTC,207,64156
0064X00002IXehDQAT,FIC Single Channel Meter(s) - Boston Properties - 200 5th Ave,5 Negotiation/Review,2024-08-26 17:37:32 UTC,2024-08-29 10:46:36 UTC,3,39366
0064X00002IXehDQAT,FIC Single Channel Meter(s) - Boston Properties - 200 5th Ave,6 Won,2024-08-29 10:46:36 UTC,2024-08-29 00:00:00 UTC,0,39366
0064X00002IXeiGQAT,FIC (1) Single Channel Meter - Boston Properties - 7 Times Square,3 Discovery,2023-08-24 13:32:26 UTC,2023-08-24 15:53:32 UTC,0,57820
0064X00002IXeiGQAT,FIC (1) Single Channel Meter - Boston Properties - 7 Times Square,4 Proposal Submitted,2023-08-24 15:53:32 UTC,2024-02-01 15:45:30 UTC,161,57820
0064X00002IXeiGQAT,FIC (1) Single Channel Meter - Boston Properties - 7 Times Square,8 Abandoned,2024-02-01 15:45:30 UTC,2024-06-30 00:00:00 UTC,150,57820
0064X00002IXeoEQAT,Energy Review for NOLA_Veolia_New Orleans,4 Proposal Submitted,2023-08-24 14:50:36 UTC,2023-10-27 02:29:35 UTC,64,3350
0064X00002IXeoEQAT,Energy Review for NOLA_Veolia_New Orleans,8 Abandoned,2023-10-27 02:29:35 UTC,2023-10-26 00:00:00 UTC,-1,3350
0064X00002IXf3iQAD,"Cx Ultrasonic Diesel, OT Support - CommonWealth Partners 787 7th",4 Proposal Submitted,2023-08-24 17:27:43 UTC,2023-08-25 18:24:34 UTC,1,4100
0064X00002IXf3iQAD,"Cx Ultrasonic Diesel, OT Support - CommonWealth Partners 787 7th",5 Negotiation/Review,2023-08-25 18:24:34 UTC,2023-09-05 10:55:32 UTC,11,4100
0064X00002IXf3iQAD,"Cx Ultrasonic Diesel, OT Support - CommonWealth Partners 787 7th",6 Won,2023-09-05 10:55:32 UTC,2023-09-05 00:00:00 UTC,0,4100
0064X00002IXf5tQAD,"CO#3 for O&M Services Sept 2023, NYU Langone Hospital, Brooklyn, NY",5 Negotiation/Review,2023-08-24 17:58:31 UTC,2023-08-24 18:00:22 UTC,0,73000
0064X00002IXf5tQAD,"CO#3 for O&M Services Sept 2023, NYU Langone Hospital, Brooklyn, NY",3 Discovery,2023-08-24 18:00:22 UTC,2023-08-24 22:46:40 UTC,0,123450
0064X00002IXf5tQAD,"CO#3 for O&M Services Sept 2023, NYU Langone Hospital, Brooklyn, NY",4 Proposal Submitted,2023-08-24 22:46:40 UTC,2024-06-14 06:23:00 UTC,295,123450
0064X00002IXf5tQAD,"CO#3 for O&M Services Sept 2023, NYU Langone Hospital, Brooklyn, NY",6 Won,2024-06-14 06:23:00 UTC,2024-06-14 00:00:00 UTC,0,73000
0064X00002IXfCzQAL,WWTP Sludge Processing,0 Target,2023-08-24 19:22:26 UTC,2023-10-31 19:10:29 UTC,68,1000000
0064X00002IXfCzQAL,WWTP Sludge Processing,1 Prospecting,2023-10-31 19:10:29 UTC,2024-05-15 21:38:14 UTC,197,1000000
0064X00002IXfCzQAL,WWTP Sludge Processing,8 Abandoned,2024-05-15 21:38:14 UTC,2024-08-01 00:00:00 UTC,78,1000000
0064X00002IXfSYQA1,GSA R10 BAS Service Support,2 Qualified,2023-08-25 00:17:29 UTC,2023-09-07 17:09:27 UTC,13,850000
0064X00002IXfSYQA1,GSA R10 BAS Service Support,4 Proposal Submitted,2023-09-07 17:09:27 UTC,2023-09-18 21:45:17 UTC,11,850000
0064X00002IXfSYQA1,GSA R10 BAS Service Support,6 Won,2023-09-18 21:45:17 UTC,2023-09-18 00:00:00 UTC,0,850000
0064X00002IXfe7QAD,"FCx (1) Multi-Channel Mtr - Team Electric - 825 3rd (28th Fl, Noerr)",4 Proposal Submitted,2023-08-25 12:39:20 UTC,2023-10-09 12:41:31 UTC,45,4900
0064X00002IXfe7QAD,"FCx (1) Multi-Channel Mtr - Team Electric - 825 3rd (28th Fl, Noerr)",5 Negotiation/Review,2023-10-09 12:41:31 UTC,2023-10-13 03:54:04 UTC,4,4900
0064X00002IXfe7QAD,"FCx (1) Multi-Channel Mtr - Team Electric - 825 3rd (28th Fl, Noerr)",6 Won,2023-10-13 03:54:04 UTC,2023-10-12 00:00:00 UTC,-1,4900
0064X00002IXfeHQAT,US Steel Pittsburg Remediation WWTP,1 Prospecting,2023-08-25 12:40:34 UTC,2023-10-06 12:54:09 UTC,42,1
0064X00002IXfeHQAT,US Steel Pittsburg Remediation WWTP,8 Abandoned,2023-10-06 12:54:09 UTC,2024-03-31 00:00:00 UTC,177,1
0064X00002IXfeqQAD,BASF Corporate MSA,0 Target,2023-08-25 12:53:38 UTC,2023-09-21 18:47:59 UTC,27,1
0064X00002IXfeqQAD,BASF Corporate MSA,1 Prospecting,2023-09-21 18:47:59 UTC,2025-03-12 17:46:43 UTC,538,1
0064X00002IXfeqQAD,BASF Corporate MSA,2 Qualified,2025-03-12 17:46:43 UTC,2026-01-05 00:00:00 UTC,299,1
0064X00002IXg2xQAD,"FCx (1) Meter - Polo Electric - 767 Fifth Ave (21st Fl, Rialto Capital)",4 Proposal Submitted,2023-08-25 18:28:55 UTC,2023-09-06 12:38:22 UTC,12,3200
0064X00002IXg2xQAD,"FCx (1) Meter - Polo Electric - 767 Fifth Ave (21st Fl, Rialto Capital)",5 Negotiation/Review,2023-09-06 12:38:22 UTC,2023-10-25 12:44:37 UTC,49,3200
0064X00002IXg2xQAD,"FCx (1) Meter - Polo Electric - 767 Fifth Ave (21st Fl, Rialto Capital)",6 Won,2023-10-25 12:44:37 UTC,2023-10-25 00:00:00 UTC,0,3200
0064X00002IXgVJQA1,Utility Charges Dispute Support,4 Proposal Submitted,2023-08-26 14:30:20 UTC,2023-10-23 11:26:34 UTC,58,2700
0064X00002IXgVJQA1,Utility Charges Dispute Support,5 Negotiation/Review,2023-10-23 11:26:34 UTC,2023-10-23 15:57:38 UTC,0,2700
0064X00002IXgVJQA1,Utility Charges Dispute Support,6 Won,2023-10-23 15:57:38 UTC,2023-10-23 00:00:00 UTC,0,2700
0064X00002IXgw5QAD,"FCx Meter w Cts - ASK Electric 510 Mad, 10th Fl",4 Proposal Submitted,2023-08-28 12:44:31 UTC,2023-09-06 18:10:15 UTC,9,9300
0064X00002IXgw5QAD,"FCx Meter w Cts - ASK Electric 510 Mad, 10th Fl",5 Negotiation/Review,2023-09-06 18:10:15 UTC,2023-09-06 23:43:34 UTC,0,3100
0064X00002IXgw5QAD,"FCx Meter w Cts - ASK Electric 510 Mad, 10th Fl",6 Won,2023-09-06 23:43:34 UTC,2023-09-06 00:00:00 UTC,0,3100
0064X00002IXhDVQA1,City of South Lake Tahoe RFP for Design Build Energy Services,4 Proposal Submitted,2023-08-28 16:45:03 UTC,2023-10-18 19:33:50 UTC,51,15000
0064X00002IXhDVQA1,City of South Lake Tahoe RFP for Design Build Energy Services,7 Lost,2023-10-18 19:33:50 UTC,2024-08-30 00:00:00 UTC,317,15000
0064X00002IXhZHQA1,MRP Realty O&M,1 Prospecting,2023-08-28 21:15:15 UTC,2023-09-07 21:24:53 UTC,10,1
0064X00002IXhZHQA1,MRP Realty O&M,8 Abandoned,2023-09-07 21:24:53 UTC,2024-04-30 00:00:00 UTC,236,1
0064X00002IXhxVQAT,"FCx (1) set of CTs - SL Green Realty - 10 East 53rd Street (29th Fl, Magnetar Capital)",4 Proposal Submitted,2023-08-29 12:08:19 UTC,2024-02-21 13:18:04 UTC,176,975
0064X00002IXhxVQAT,"FCx (1) set of CTs - SL Green Realty - 10 East 53rd Street (29th Fl, Magnetar Capital)",8 Abandoned,2024-02-21 13:18:04 UTC,2024-02-21 00:00:00 UTC,0,975
0064X00002IXi9qQAD,Sustainability Services - Vantage Airport Group - U.S. Portfolio,1 Prospecting,2023-08-29 15:31:37 UTC,2023-09-20 02:57:55 UTC,22,1000000
0064X00002IXi9qQAD,Sustainability Services - Vantage Airport Group - U.S. Portfolio,8 Abandoned,2023-09-20 02:57:55 UTC,2023-12-31 00:00:00 UTC,102,0
0064X00002IXiB8QAL,Sustainability Services - Nassau Medical Center - Long Island NY,1 Prospecting,2023-08-29 15:43:05 UTC,2024-11-25 15:44:08 UTC,454,500000
0064X00002IXiB8QAL,Sustainability Services - Nassau Medical Center - Long Island NY,8 Abandoned,2024-11-25 15:44:08 UTC,2024-11-25 00:00:00 UTC,0,0
0064X00002IXiPUQA1,FCx Water meters - The Brooksville Company - Spring Creek Towers,4 Proposal Submitted,2023-08-29 18:32:02 UTC,2023-10-09 18:26:05 UTC,41,14936
0064X00002IXiPUQA1,FCx Water meters - The Brooksville Company - Spring Creek Towers,5 Negotiation/Review,2023-10-09 18:26:05 UTC,2023-10-13 03:19:42 UTC,4,12446
0064X00002IXiPUQA1,FCx Water meters - The Brooksville Company - Spring Creek Towers,6 Won,2023-10-13 03:19:42 UTC,2023-10-12 00:00:00 UTC,-1,12446
0064X00002IXiU5QAL,Stanford School of Medicine Damper Actuator Replacement Turnkey Project Implementation Forsythe,4 Proposal Submitted,2023-08-29 19:10:53 UTC,2023-10-30 15:11:31 UTC,62,67013
0064X00002IXiU5QAL,Stanford School of Medicine Damper Actuator Replacement Turnkey Project Implementation Forsythe,6 Won,2023-10-30 15:11:31 UTC,2023-10-30 00:00:00 UTC,0,67013
0064X00002IXiV8QAL,FCx Gas MDTs - the brooksville company - spring creek towers,4 Proposal Submitted,2023-08-29 19:23:50 UTC,2023-09-11 12:30:22 UTC,13,6055
0064X00002IXiV8QAL,FCx Gas MDTs - the brooksville company - spring creek towers,5 Negotiation/Review,2023-09-11 12:30:22 UTC,2023-09-12 11:31:07 UTC,1,6055
0064X00002IXiV8QAL,FCx Gas MDTs - the brooksville company - spring creek towers,6 Won,2023-09-12 11:31:07 UTC,2023-09-12 00:00:00 UTC,0,6055
0064X00002IXiZFQA1,2024 Budget Target (Stanford - Tim),0 Target,2023-08-29 20:09:46 UTC,2024-07-22 22:45:02 UTC,328,844313
0064X00002IXiZFQA1,2024 Budget Target (Stanford - Tim),8 Abandoned,2024-07-22 22:45:02 UTC,2024-12-31 00:00:00 UTC,162,844313
0064X00002IXiZZQA1,2024 Budget Target (Stanford - Holt),0 Target,2023-08-29 20:13:29 UTC,2024-07-22 22:47:27 UTC,328,972580
0064X00002IXiZZQA1,2024 Budget Target (Stanford - Holt),8 Abandoned,2024-07-22 22:47:27 UTC,2024-08-14 00:00:00 UTC,23,572580
0064X00002IXikXQAT,City of Oroville Energy Resiliency Program,2 Qualified,2023-08-29 23:26:51 UTC,2023-08-29 23:38:17 UTC,0,1500000
0064X00002IXikXQAT,City of Oroville Energy Resiliency Program,1 Prospecting,2023-08-29 23:38:17 UTC,2024-11-25 17:27:50 UTC,454,1500000
0064X00002IXikXQAT,City of Oroville Energy Resiliency Program,8 Abandoned,2024-11-25 17:27:50 UTC,2025-08-29 00:00:00 UTC,277,0
0064X00002IXilfQAD,2024 Budget Target (CIEEP - Tim),0 Target,2023-08-30 00:18:03 UTC,2024-07-22 22:46:12 UTC,327,245000
0064X00002IXilfQAD,2024 Budget Target (CIEEP - Tim),8 Abandoned,2024-07-22 22:46:12 UTC,2024-12-31 00:00:00 UTC,162,245000
0064X00002IXiz2QAD,FCx AMI - Karuna Therapeutics 99 High St Boston  O'Mahony Electric,4 Proposal Submitted,2023-08-30 12:18:16 UTC,2024-07-31 19:35:17 UTC,336,18755
0064X00002IXiz2QAD,FCx AMI - Karuna Therapeutics 99 High St Boston  O'Mahony Electric,8 Abandoned,2024-07-31 19:35:17 UTC,2024-08-30 00:00:00 UTC,30,18755
0064X00002IXiz3QAD,FCx AMI Tenant 20th Floor - O'Mahony Electric - 99 High St Boston,4 Proposal Submitted,2023-08-30 12:26:58 UTC,2025-02-15 00:20:39 UTC,535,9378
0064X00002IXiz3QAD,FCx AMI Tenant 20th Floor - O'Mahony Electric - 99 High St Boston,8 Abandoned,2025-02-15 00:20:39 UTC,2025-04-30 00:00:00 UTC,74,9378
0064X00002IXjPiQAL,"ReCx (2) Meter - A. Murphy - 53rd fl, 200 Clarendon, Boston, MA",4 Proposal Submitted,2023-08-30 17:03:42 UTC,2023-09-14 20:55:38 UTC,15,1500
0064X00002IXjPiQAL,"ReCx (2) Meter - A. Murphy - 53rd fl, 200 Clarendon, Boston, MA",5 Negotiation/Review,2023-09-14 20:55:38 UTC,2023-09-18 21:27:41 UTC,4,1500
0064X00002IXjPiQAL,"ReCx (2) Meter - A. Murphy - 53rd fl, 200 Clarendon, Boston, MA",6 Won,2023-09-18 21:27:41 UTC,2023-09-18 00:00:00 UTC,0,1500
0064X00002IXjSkQAL,"ReCx (4) Meter and CTs- A. Murphy - 6th fl, 200 Clarendon, Boston, MA",4 Proposal Submitted,2023-08-30 17:19:41 UTC,2023-09-14 20:58:01 UTC,15,2450
0064X00002IXjSkQAL,"ReCx (4) Meter and CTs- A. Murphy - 6th fl, 200 Clarendon, Boston, MA",5 Negotiation/Review,2023-09-14 20:58:01 UTC,2023-09-18 21:24:01 UTC,4,2450
0064X00002IXjSkQAL,"ReCx (4) Meter and CTs- A. Murphy - 6th fl, 200 Clarendon, Boston, MA",6 Won,2023-09-18 21:24:01 UTC,2023-09-18 00:00:00 UTC,0,2450
0064X00002IXjSpQAL,"CO #1 - Office Trailer - Equinix SV12x-1 - Santa Clara, CA",3 Discovery,2023-08-30 17:21:02 UTC,2023-10-31 15:14:22 UTC,62,15096
0064X00002IXjSpQAL,"CO #1 - Office Trailer - Equinix SV12x-1 - Santa Clara, CA",5 Negotiation/Review,2023-10-31 15:14:22 UTC,2023-11-02 13:18:00 UTC,2,15096
0064X00002IXjSpQAL,"CO #1 - Office Trailer - Equinix SV12x-1 - Santa Clara, CA",6 Won,2023-11-02 13:18:00 UTC,2023-11-02 00:00:00 UTC,0,15096
0064X00002IXjb3QAD,"Fx DGP & Cx  multi, chan meter RXR 89 Dekalb Ave",4 Proposal Submitted,2023-08-30 18:47:21 UTC,2024-07-30 18:10:55 UTC,335,63000
0064X00002IXjb3QAD,"Fx DGP & Cx  multi, chan meter RXR 89 Dekalb Ave",5 Negotiation/Review,2024-07-30 18:10:55 UTC,2024-09-05 18:10:29 UTC,37,63000
0064X00002IXjb3QAD,"Fx DGP & Cx  multi, chan meter RXR 89 Dekalb Ave",6 Won,2024-09-05 18:10:29 UTC,2024-09-05 00:00:00 UTC,0,63000
0064X00002IXkF2QAL,"Cx API Water&Gas - Millennium Partners - Winthrop Center, Boston, MA",3 Discovery,2023-08-31 13:24:08 UTC,2023-09-08 14:42:59 UTC,8,24250
0064X00002IXkF2QAL,"Cx API Water&Gas - Millennium Partners - Winthrop Center, Boston, MA",4 Proposal Submitted,2023-09-08 14:42:59 UTC,2023-09-14 10:07:02 UTC,6,23750
